1.000000e-03 0.000000e+00
1.300000e-03 0.000000e+00
1.690000e-03 0.000000e+00
2.197000e-03 0.000000e+00
2.856100e-03 0.000000e+00
3.712930e-03 0.000000e+00
4.826809e-03 0.000000e+00
6.274852e-03 0.000000e+00
8.157307e-03 0.000000e+00
1.060450e-02 0.000000e+00
1.378585e-02 0.000000e+00
1.792160e-02 0.000000e+00
2.329809e-02 0.000000e+00
3.028751e-02 0.000000e+00
3.937376e-02 0.000000e+00
5.118589e-02 0.000000e+00
6.654166e-02 0.000000e+00
8.650416e-02 0.000000e+00
1.124554e-01 0.000000e+00
1.461920e-01 5.999740e-06
1.900496e-01 1.099977e-05
2.470645e-01 2.479323e-04
3.211839e-01 1.523666e-03
4.175391e-01 9.968382e-03
5.428008e-01 4.410653e-02
7.056410e-01 1.207962e-01
9.173333e-01 2.299310e-01
