0.000000e+00 1.000000e-05
1.000000e-02 1.010101e-05
2.000000e-02 1.020408e-05
3.000000e-02 1.030928e-05
4.000000e-02 1.041667e-05
5.000000e-02 1.052632e-05
6.000000e-02 1.063830e-05
7.000000e-02 1.075269e-05
8.000000e-02 1.086957e-05
9.000000e-02 1.098901e-05
1.000000e-01 1.111111e-05
1.100000e-01 1.123596e-05
1.200000e-01 1.136364e-05
1.300000e-01 1.149425e-05
1.400000e-01 1.162791e-05
1.500000e-01 1.176471e-05
1.600000e-01 1.190476e-05
1.700000e-01 1.204819e-05
1.800000e-01 1.219512e-05
1.900000e-01 1.234568e-05
2.000000e-01 1.250000e-05
2.100000e-01 1.265823e-05
2.200000e-01 1.282051e-05
2.300000e-01 1.298701e-05
2.400000e-01 1.315789e-05
2.500000e-01 1.333333e-05
2.600000e-01 1.351351e-05
2.700000e-01 1.369863e-05
2.800000e-01 1.388889e-05
2.900000e-01 1.408451e-05
3.000000e-01 1.428571e-05
3.100000e-01 1.449275e-05
3.200000e-01 1.470588e-05
3.300000e-01 1.492537e-05
3.400000e-01 1.515152e-05
3.500000e-01 1.538462e-05
3.600000e-01 1.562500e-05
3.700000e-01 1.587302e-05
3.800000e-01 1.612903e-05
3.900000e-01 1.639344e-05
4.000000e-01 1.666667e-05
4.100000e-01 1.694915e-05
4.200000e-01 1.724138e-05
4.300000e-01 1.754386e-05
4.400000e-01 1.785714e-05
4.500000e-01 1.818182e-05
4.600000e-01 1.851852e-05
4.700000e-01 1.886792e-05
4.800000e-01 1.923077e-05
4.900000e-01 1.960784e-05
5.000000e-01 2.000000e-05
5.100000e-01 2.040816e-05
5.200000e-01 2.083333e-05
5.300000e-01 2.127660e-05
5.400000e-01 2.173913e-05
5.500000e-01 2.222222e-05
5.600000e-01 2.272727e-05
5.700000e-01 2.325581e-05
5.800000e-01 2.380952e-05
5.900000e-01 2.439024e-05
6.000000e-01 2.500000e-05
6.100000e-01 2.564103e-05
6.200000e-01 2.631579e-05
6.300000e-01 2.702703e-05
6.400000e-01 2.777778e-05
6.500000e-01 2.857143e-05
6.600000e-01 2.941176e-05
6.700000e-01 3.030303e-05
6.800000e-01 3.125000e-05
6.900000e-01 3.225806e-05
7.000000e-01 3.333333e-05
7.100000e-01 3.448276e-05
7.200000e-01 3.571429e-05
7.300000e-01 3.703704e-05
7.400000e-01 3.846154e-05
7.500000e-01 4.000000e-05
7.600000e-01 4.166667e-05
7.700000e-01 4.347826e-05
7.800000e-01 4.545455e-05
7.900000e-01 4.761905e-05
8.000000e-01 5.000000e-05
8.100000e-01 5.263158e-05
8.200000e-01 5.555556e-05
8.300000e-01 5.882353e-05
8.400000e-01 6.250000e-05
8.500000e-01 6.666667e-05
8.600000e-01 7.142857e-05
8.700000e-01 7.692308e-05
8.800000e-01 8.333333e-05
8.900000e-01 9.090909e-05
9.000000e-01 1.000000e-04
9.100000e-01 1.111111e-04
9.200000e-01 1.250000e-04
9.300000e-01 1.428571e-04
9.400000e-01 1.666667e-04
9.500000e-01 2.000000e-04
9.600000e-01 2.500000e-04
9.700000e-01 3.333333e-04
9.800000e-01 5.000000e-04
9.900000e-01 1.000000e-03
1.000000e+00 1.676977e+13
