# x y1 y2 y3
0.000000e+00 1.000000e-05 1.000000e-05
1.000000e-02 1.082774e-05 1.125620e-05
2.000000e-02 1.176349e-05 1.264965e-05
3.000000e-02 1.279451e-05 1.421491e-05
4.000000e-02 1.403852e-05 1.598058e-05
5.000000e-02 1.527414e-05 1.795170e-05
6.000000e-02 1.666489e-05 1.995660e-05
7.000000e-02 1.826750e-05 2.206470e-05
8.000000e-02 1.983241e-05 2.416402e-05
9.000000e-02 2.168205e-05 2.626783e-05
1.000000e-01 2.348062e-05 2.824277e-05
1.100000e-01 2.537251e-05 3.019926e-05
1.200000e-01 2.722115e-05 3.202027e-05
1.300000e-01 2.899186e-05 3.382036e-05
1.400000e-01 3.086272e-05 3.525799e-05
1.500000e-01 3.254938e-05 3.672669e-05
1.600000e-01 3.424307e-05 3.829545e-05
1.700000e-01 3.583607e-05 3.941347e-05
1.800000e-01 3.729430e-05 4.051367e-05
1.900000e-01 3.860557e-05 4.164179e-05
2.000000e-01 3.983836e-05 4.253323e-05
2.100000e-01 4.125152e-05 4.357676e-05
2.200000e-01 4.228734e-05 4.438663e-05
2.300000e-01 4.327858e-05 4.517727e-05
2.400000e-01 4.452497e-05 4.583820e-05
2.500000e-01 4.541288e-05 4.669173e-05
2.600000e-01 4.637191e-05 4.727242e-05
2.700000e-01 4.703798e-05 4.779038e-05
2.800000e-01 4.790561e-05 4.839862e-05
2.900000e-01 4.864613e-05 4.885736e-05
3.000000e-01 4.936546e-05 4.929574e-05
3.100000e-01 4.982824e-05 4.990884e-05
3.200000e-01 5.053227e-05 5.024440e-05
3.300000e-01 5.100760e-05 5.061933e-05
3.400000e-01 5.142068e-05 5.101115e-05
3.500000e-01 5.202321e-05 5.144782e-05
3.600000e-01 5.244555e-05 5.185330e-05
3.700000e-01 5.289345e-05 5.199670e-05
3.800000e-01 5.350544e-05 5.236921e-05
3.900000e-01 5.384838e-05 5.265207e-05
4.000000e-01 5.423355e-05 5.292291e-05
4.100000e-01 5.442526e-05 5.324394e-05
4.200000e-01 5.498578e-05 5.359486e-05
4.300000e-01 5.520094e-05 5.369671e-05
4.400000e-01 5.552446e-05 5.405851e-05
4.500000e-01 5.584511e-05 5.423986e-05
4.600000e-01 5.615369e-05 5.449427e-05
4.700000e-01 5.631408e-05 5.461211e-05
4.800000e-01 5.641616e-05 5.486416e-05
4.900000e-01 5.693273e-05 5.499986e-05
5.000000e-01 5.713837e-05 5.523817e-05
5.100000e-01 5.745740e-05 5.541542e-05
5.200000e-01 5.750124e-05 5.551260e-05
5.300000e-01 5.776898e-05 5.569051e-05
5.400000e-01 5.801510e-05 5.585588e-05
5.500000e-01 5.817059e-05 5.584186e-05
5.600000e-01 5.845310e-05 5.598477e-05
5.700000e-01 5.856447e-05 5.637847e-05
5.800000e-01 5.876022e-05 5.632111e-05
5.900000e-01 5.896200e-05 5.644046e-05
6.000000e-01 5.891542e-05 5.680493e-05
6.100000e-01 5.912473e-05 5.662731e-05
6.200000e-01 5.924981e-05 5.691412e-05
6.300000e-01 5.952404e-05 5.703127e-05
6.400000e-01 5.971180e-05 5.711428e-05
6.500000e-01 5.977123e-05 5.716993e-05
6.600000e-01 5.998317e-05 5.732455e-05
6.700000e-01 6.012577e-05 5.751844e-05
6.800000e-01 6.014235e-05 5.749436e-05
6.900000e-01 6.037427e-05 5.745936e-05
7.000000e-01 6.050370e-05 5.759740e-05
7.100000e-01 6.054788e-05 5.778639e-05
7.200000e-01 6.062064e-05 5.774837e-05
7.300000e-01 6.092639e-05 5.788184e-05
7.400000e-01 6.075265e-05 5.799686e-05
7.500000e-01 6.078387e-05 5.802463e-05
7.600000e-01 6.090735e-05 5.816188e-05
7.700000e-01 6.113409e-05 5.826861e-05
7.800000e-01 6.115807e-05 5.834125e-05
7.900000e-01 6.143579e-05 5.841753e-05
8.000000e-01 6.152120e-05 5.847356e-05
8.100000e-01 6.143749e-05 5.865762e-05
8.200000e-01 6.165197e-05 5.858515e-05
8.300000e-01 6.176268e-05 5.857576e-05
8.400000e-01 6.176005e-05 5.873811e-05
8.500000e-01 6.197164e-05 5.875497e-05
8.600000e-01 6.191167e-05 5.879886e-05
8.700000e-01 6.196484e-05 5.885299e-05
8.800000e-01 6.208442e-05 5.888655e-05
8.900000e-01 6.234812e-05 5.895447e-05
9.000000e-01 6.236492e-05 5.896999e-05
9.100000e-01 6.233107e-05 5.901940e-05
9.200000e-01 6.233644e-05 5.907760e-05
9.300000e-01 6.253945e-05 5.923212e-05
9.400000e-01 6.258464e-05 5.928795e-05
9.500000e-01 6.261755e-05 5.940568e-05
9.600000e-01 6.256796e-05 5.919710e-05
9.700000e-01 6.276476e-05 5.933598e-05
9.800000e-01 6.277159e-05 5.954048e-05
9.900000e-01 6.282052e-05 5.960567e-05
1.000000e+00 6.276132e-05 5.952815e-05
